"","Taxon","SLA","SLA.units","SLAfromLMA","source"
"780","Synoum glandulosum",12.4,"cm2/g",NA,"AUSTRAITS_dataset_3"
"782","Synoum glandulosum",14.663,"m2/kg",NA,"AUSTRAITS_dataset_8"
"783","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"800","Synoum glandulosum",8.739,"m2/kg",NA,"AUSTRAITS_dataset_28"
"871","Synoum glandulosum",NA,"",NA,"Gallagher_field_workPHD"
"1143","Synoum glandulosum",7.968,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1154","Synoum glandulosum",8.739,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1155","Synoum glandulosum",10.619,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1156","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_68"
"1241","Synoum glandulosum",23.4796900680911,"",23.4796900680911,"Gallagher_field_workPHD"
"1242","Synoum glandulosum",18.5597624350408,"",18.5597624350408,"Gallagher_field_workPHD"
"1243","Synoum glandulosum",16.914749661705,"",16.914749661705,"Gallagher_field_workPHD"
"1244","Synoum glandulosum",11.0107905747633,"",11.0107905747633,"Gallagher_field_workPHD"
"1528","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_52"
"2159","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_24"
"2160","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_11"
"2161","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_17"
"2162","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_26"
"2163","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_34"
"2164","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_34"
"2165","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_4"
"2166","Synoum glandulosum",NA,"",NA,"AUSTRAITS_dataset_53"
"2167","Synoum glandulosum",NA,"",NA,"Gallagher_field_workPHD"
"206","Syzygium australe",NA,"",NA,"Gallagher_field_workPHD"
"209","Syzygium australe",NA,"",NA,"Gallagher_field_workPHD"
"302","Syzygium australe",NA,"",NA,"AUSTRAITS_dataset_49"
"441","Syzygium australe",NA,"",NA,"Gallagher_field_workPHD"
"615","Syzygium australe",NA,"",NA,"Gallagher_field_workPHD"
"1245","Syzygium australe",15.5617802676626,"",15.5617802676626,"Gallagher_field_workPHD"
"1246","Syzygium australe",12.187690432663,"",12.187690432663,"Gallagher_field_workPHD"
"1247","Syzygium australe",10.8766586904503,"",10.8766586904503,"Gallagher_field_workPHD"
"1248","Syzygium australe",10.4449550866931,"",10.4449550866931,"Gallagher_field_workPHD"
"2168","Syzygium australe",NA,"",NA,"NSW flora online "
"2169","Syzygium australe",NA,"",NA,"AUSTRAITS_dataset_17"
"2170","Syzygium australe",NA,"",NA,"AUSTRAITS_dataset_34"
"2171","Syzygium australe",NA,"",NA,"AUSTRAITS_dataset_4"
"2172","Syzygium australe",NA,"",NA,"AUSTRAITS_dataset_53"
"2173","Syzygium australe",NA,"",NA,"Gallagher_field_workPHD"
"660","Syzygium floribundum",NA,"",NA,"AUSTRAITS_dataset_49"
"65","Syzygium luehmannii",NA,"",NA,"Gallagher_field_workPHD"
"142","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_49"
"158","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_68"
"159","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_68"
"160","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_68"
"161","Syzygium luehmannii",NA,"",NA,"Gallagher_field_workPHD"
"197","Syzygium luehmannii",NA,"",NA,"Gallagher_field_workPHD"
"1249","Syzygium luehmannii",15.3869826127096,"",15.3869826127096,"Gallagher_field_workPHD"
"1251","Syzygium luehmannii",13.6500136500136,"",13.6500136500136,"Gallagher_field_workPHD"
"1252","Syzygium luehmannii",12.7145581691036,"",12.7145581691036,"Gallagher_field_workPHD"
"2174","Syzygium luehmannii",NA,"",NA,"NSW flora online "
"2175","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_17"
"2176","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_34"
"2177","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_34"
"2178","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_34"
"2179","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_34"
"2180","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_34"
"2181","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_4"
"2182","Syzygium luehmannii",NA,"",NA,"AUSTRAITS_dataset_53"
"2183","Syzygium luehmannii",NA,"",NA,"Gallagher_field_workPHD"
"221","Syzygium oleosum",13.011,"m2/kg",NA,"AUSTRAITS_dataset_8"
"222","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_68"
"317","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_49"
"323","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_68"
"324","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_68"
"579","Syzygium oleosum",NA,"",NA,"Gallagher_field_workPHD"
"642","Syzygium oleosum",NA,"",NA,"Gallagher_field_workPHD"
"649","Syzygium oleosum",NA,"",NA,"Gallagher_field_workPHD"
"821","Syzygium oleosum",11.054,"m2/kg",NA,"AUSTRAITS_dataset_8"
"822","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_68"
"1253","Syzygium oleosum",11.8920204542752,"",11.8920204542752,"Gallagher_field_workPHD"
"1254","Syzygium oleosum",11.2069931637342,"",11.2069931637342,"Gallagher_field_workPHD"
"1255","Syzygium oleosum",10.9373291042327,"",10.9373291042327,"Gallagher_field_workPHD"
"2184","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_17"
"2185","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_34"
"2186","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_4"
"2187","Syzygium oleosum",NA,"",NA,"AUSTRAITS_dataset_53"
"2188","Syzygium oleosum",NA,"",NA,"Gallagher_field_workPHD"
"2264","Syzygium oleosum",10.06692345,"m2/kg",NA,"Lawson_field_work"
"2302","Syzygium oleosum",NA,"",NA,"Moles 2004 Seed database"
"617","Tabernaemontana pandacaqui",NA,"",NA,"AUSTRAITS_dataset_68"
"738","Tabernaemontana pandacaqui",NA,"",NA,"AUSTRAITS_dataset_68"
"739","Tabernaemontana pandacaqui",NA,"",NA,"AUSTRAITS_dataset_68"
"773","Tabernaemontana pandacaqui",NA,"",NA,"AUSTRAITS_dataset_49"
"2189","Tabernaemontana pandacaqui",NA,"",NA,"NSW flora online "
"2190","Tabernaemontana pandacaqui",NA,"",NA,"AUSTRAITS_dataset_53"
"2191","Tecoma capensis",NA,"",NA,"NSW flora online "
"2192","Tecoma capensis",NA,"",NA,"AUSTRAITS_dataset_53"
"2193","Tecoma stans",NA,"",NA,"NSW flora online "
"2194","Tecoma stans",NA,"",NA,"AUSTRAITS_dataset_53"
"138","Toechima tenax",NA,"",NA,"AUSTRAITS_dataset_68"
"147","Toechima tenax",NA,"",NA,"AUSTRAITS_dataset_49"
"514","Toona ciliata",12.804,"m2/kg",NA,"AUSTRAITS_dataset_52"
"560","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_68"
"624","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_49"
"787","Toona ciliata",15.855,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1102","Toona ciliata",16.1394448030988,"",16.1394448030988,"AUSTRAITS_dataset_39"
"1529","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_52"
"2195","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_34"
"2196","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_34"
"2197","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_34"
"2198","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_34"
"2199","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_34"
"2200","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_34"
"2201","Toona ciliata",NA,"",NA,"AUSTRAITS_dataset_53"
"423","trema tomentosa",NA,"",NA,"AUSTRAITS_dataset_29"
"340","Trema tomentosa",NA,"",NA,"Gallagher_field_workPHD"
"590","Trema tomentosa",16.9376693766938,"",16.9376693766938,"AUSTRAITS_dataset_39"
"928","Trema tomentosa",NA,"",NA,"AUSTRAITS_dataset_49"
"1256","Trema tomentosa",17.7967609894999,"",17.7967609894999,"Gallagher_field_workPHD"
"2202","Trema tomentosa",NA,"",NA,"AUSTRAITS_dataset_34"
"2203","Trema tomentosa",NA,"",NA,"AUSTRAITS_dataset_34"
"2204","Trema tomentosa",NA,"",NA,"AUSTRAITS_dataset_34"
"2205","Trema tomentosa",NA,"",NA,"AUSTRAITS_dataset_53"
"2206","Trema tomentosa",NA,"",NA,"Gallagher_field_workPHD"
"2265","Trema tomentosa",47.89616722,"m2/kg",NA,"Lawson_field_work"
"2303","Trema tomentosa",NA,"",NA,"Kew SID"
"67","Tristaniopsis laurina",6.93,"m2/kg",NA,"AUSTRAITS_dataset_52"
"356","Tristaniopsis laurina",NA,"",NA,"AUSTRAITS_dataset_68"
"370","Tristaniopsis laurina",NA,"",NA,"AUSTRAITS_dataset_49"
"1530","Tristaniopsis laurina",NA,"",NA,"AUSTRAITS_dataset_52"
"2207","Tristaniopsis laurina",NA,"",NA,"AUSTRAITS_dataset_24"
"2208","Tristaniopsis laurina",NA,"",NA,"NSW flora online "
"2209","Tristaniopsis laurina",NA,"",NA,"AUSTRAITS_dataset_34"
"2210","Tristaniopsis laurina",NA,"",NA,"AUSTRAITS_dataset_34"
"2211","Tristaniopsis laurina",NA,"",NA,"AUSTRAITS_dataset_34"
"2266","Tristaniopsis laurina",7.480275655,"m2/kg",NA,"Lawson_field_work"
"2304","Tristaniopsis laurina",NA,"",NA,"Moles 2004 Seed database"
"43","Trophis scandens",5.652,"m2/kg",NA,"AUSTRAITS_dataset_52"
"264","Trophis scandens",NA,"",NA,"AUSTRAITS_dataset_68"
"265","Trophis scandens",NA,"",NA,"AUSTRAITS_dataset_68"
"266","Trophis scandens",NA,"",NA,"AUSTRAITS_dataset_68"
"528","Trophis scandens",NA,"",NA,"Gallagher_field_workPHD"
"587","Trophis scandens",NA,"",NA,"Gallagher_field_workPHD"
"619","Trophis scandens",NA,"",NA,"AUSTRAITS_dataset_49"
"629","Trophis scandens",5.652,"m2/kg",NA,"AUSTRAITS_dataset_8"
"630","Trophis scandens",NA,"",NA,"AUSTRAITS_dataset_68"
"728","Trophis scandens",NA,"",NA,"Gallagher_field_workPHD"
"781","Trophis scandens",NA,"",NA,"Gallagher_field_workPHD"
"841","Trophis scandens",NA,"",NA,"Gallagher_field_workPHD"
"958","Trophis scandens",NA,"",NA,"Gallagher_field_workPHD"
"1257","Trophis scandens",13.4535180949818,"",13.4535180949818,"Gallagher_field_workPHD"
"1258","Trophis scandens",11.9175306876415,"",11.9175306876415,"Gallagher_field_workPHD"
"1259","Trophis scandens",11.4246544042043,"",11.4246544042043,"Gallagher_field_workPHD"
"1260","Trophis scandens",10.5462982493145,"",10.5462982493145,"Gallagher_field_workPHD"
"1262","Trophis scandens",9.58956655159187,"",9.58956655159187,"Gallagher_field_workPHD"
"1263","Trophis scandens",9.24556213017751,"",9.24556213017751,"Gallagher_field_workPHD"
"2212","Trophis scandens",NA,"",NA,"NSW flora online "
"2213","Trophis scandens",NA,"",NA,"AUSTRAITS_dataset_34"
"2214","Trophis scandens",NA,"",NA,"Gallagher_field_workPHD"
"2267","Trophis scandens",12.13768338,"m2/kg",NA,"Lawson_field_work"
"2305","Trophis scandens",NA,"",NA,"Moles 2004 Seed database"
"545","Turraea pubescens",NA,"",NA,"AUSTRAITS_dataset_49"
"2215","Turraea pubescens",NA,"",NA,"NSW flora online "
"682","Vitex melicopea",NA,"",NA,"AUSTRAITS_dataset_49"
"61","Wikstroemia indica",NA,"",NA,"AUSTRAITS_dataset_49"
"79","Wikstroemia indica",NA,"",NA,"AUSTRAITS_dataset_68"
"196","Wikstroemia indica",25.1572327044025,"",25.1572327044025,"AUSTRAITS_dataset_39"
"1531","Wikstroemia indica",NA,"",NA,"AUSTRAITS_dataset_52"
"2216","Wikstroemia indica",NA,"",NA,"AUSTRAITS_dataset_24"
"2217","Wikstroemia indica",NA,"",NA,"AUSTRAITS_dataset_53"
"247","Wilkiea huegeliana",9.84,"m2/kg",NA,"AUSTRAITS_dataset_10"
"536","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_68"
"537","Wilkiea huegeliana",10.249,"m2/kg",NA,"AUSTRAITS_dataset_8"
"576","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_68"
"577","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_68"
"595","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_49"
"735","Wilkiea huegeliana",10.5,"cm2/g",NA,"AUSTRAITS_dataset_3"
"909","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_68"
"910","Wilkiea huegeliana",9.194,"m2/kg",NA,"AUSTRAITS_dataset_8"
"927","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_68"
"980","Wilkiea huegeliana",11.978,"m2/kg",NA,"AUSTRAITS_dataset_8"
"981","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_68"
"995","Wilkiea huegeliana",9.276,"m2/kg",NA,"AUSTRAITS_dataset_8"
"1059","Wilkiea huegeliana",NA,"",NA,"Gallagher_field_workPHD"
"1064","Wilkiea huegeliana",NA,"",NA,"Gallagher_field_workPHD"
"1079","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_68"
"1080","Wilkiea huegeliana",8.42,"m2/kg",NA,"AUSTRAITS_dataset_8"
"1089","Wilkiea huegeliana",NA,"",NA,"Gallagher_field_workPHD"
"1113","Wilkiea huegeliana",NA,"",NA,"Gallagher_field_workPHD"
"1264","Wilkiea huegeliana",11.3391540991042,"",11.3391540991042,"Gallagher_field_workPHD"
"1265","Wilkiea huegeliana",9.53107129241327,"",9.53107129241327,"Gallagher_field_workPHD"
"1266","Wilkiea huegeliana",9.18864283745291,"",9.18864283745291,"Gallagher_field_workPHD"
"1267","Wilkiea huegeliana",7.32708089097304,"",7.32708089097304,"Gallagher_field_workPHD"
"2218","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_24"
"2219","Wilkiea huegeliana",NA,"",NA,"NSW flora online "
"2220","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_52"
"2221","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_52"
"2222","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_52"
"2223","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_52"
"2224","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_52"
"2225","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_52"
"2226","Wilkiea huegeliana",NA,"",NA,"AUSTRAITS_dataset_26"
"2227","Wilkiea huegeliana",NA,"",NA,"Gallagher_field_workPHD"
"2268","Wilkiea huegeliana",NA,"",NA,"Lawson_field_work"
"2306","Wilkiea huegeliana",NA,"",NA,"Moles 2004 Seed database"
"1081","Wilkiea macrophylla",NA,"",NA,"AUSTRAITS_dataset_68"
"1093","Wilkiea macrophylla",NA,"",NA,"AUSTRAITS_dataset_49"
"2228","Wilkiea macrophylla",NA,"",NA,"NSW flora online "
